"TIME","GEO","UNIT","Value","Flag and Footnotes"
"2017","DED41","NR","3,452",""
"2017","DED42","NR","4,993",""
"2017","DED43","NR","4,606",""
"2017","DED44","NR","3,706",""
"2017","DED45","NR","4,963",""
"2017","DED5","NR","12,614",""
"2017","DED51","NR","6,313",""
"2017","DED52","NR","3,517",""
"2017","DED53","NR","2,784",""
"2017","DEE","NR","32,795",""
"2017","DEE0","NR","32,795",""
"2017","DEE01","NR","1,382",""
"2017","DEE02","NR","3,078",""
"2017","DEE03","NR","3,003",""
"2017","DEE04","NR","1,192",""
"2017","DEE05","NR","2,665",""
"2017","DEE06","NR","1,328",""
"2017","DEE07","NR","2,235",""
"2017","DEE08","NR","2,919",""
"2017","DEE09","NR","3,411",""
"2017","DEE0A","NR","2,227",""
"2017","DEE0B","NR","2,559",""
"2017","DEE0C","NR","3,287",""
"2017","DEE0D","NR","1,644",""
"2017","DEE0E","NR","1,865",""
"2017","DEF","NR","34,455",""
"2017","DEF0","NR","34,455",""
"2017","DEF01","NR","1,034",""
"2017","DEF02","NR","2,481",""
"2017","DEF03","NR","2,752",""
"2017","DEF04","NR","1,141",""
"2017","DEF05","NR","1,778",""
"2017","DEF06","NR","2,368",""
"2017","DEF07","NR","1,944",""
"2017","DEF08","NR","2,804",""
"2017","DEF09","NR","3,536",""
"2017","DEF0A","NR","1,475",""
"2017","DEF0B","NR","3,247",""
"2017","DEF0C","NR","2,465",""
"2017","DEF0D","NR","3,014",""
"2017","DEF0E","NR","1,632",""
"2017","DEF0F","NR","2,784",""
"2017","DEG","NR","29,361",""
"2017","DEG0","NR","29,361",""
"2017","DEG01","NR","2,489",""
"2017","DEG02","NR","1,435",""
"2017","DEG03","NR","1,064",""
"2017","DEG04","NR","553",""
"2017","DEG05","NR","798",""
"2017","DEG06","NR","1,212",""
"2017","DEG07","NR","1,209",""
"2017","DEG09","NR","1,521",""
"2017","DEG0A","NR","1,242",""
"2017","DEG0B","NR","1,781",""
"2017","DEG0C","NR","1,877",""
"2017","DEG0D","NR","870",""
"2017","DEG0E","NR","926",""
"2017","DEG0F","NR","1,459",""
"2017","DEG0G","NR","1,003",""
"2017","DEG0H","NR","879",""
"2017","DEG0I","NR","1,715",""
"2017","DEG0J","NR","1,005",""
"2017","DEG0K","NR","1,211",""
"2017","DEG0L","NR","1,441",""
"2017","DEG0M","NR","1,380",""
"2017","DEG0N","NR","615",""
"2017","DEG0P","NR","1,676",""
