"TIME","GEO","UNIT","Value","Flag and Footnotes"
"2017","DEB31","Inhabitants per square kilometre","1,126.3",""
"2017","DEB32","Inhabitants per square kilometre","710.7",""
"2017","DEB33","Inhabitants per square kilometre","556.0",""
"2017","DEB34","Inhabitants per square kilometre","2,234.1",""
"2017","DEB35","Inhabitants per square kilometre","2,256.0",""
"2017","DEB36","Inhabitants per square kilometre","455.4",""
"2017","DEB37","Inhabitants per square kilometre","664.3",""
"2017","DEB38","Inhabitants per square kilometre","1,335.3",""
"2017","DEB39","Inhabitants per square kilometre","788.9",""
"2017","DEB3A","Inhabitants per square kilometre","483.8",""
"2017","DEB3B","Inhabitants per square kilometre","219.8",""
"2017","DEB3C","Inhabitants per square kilometre","223.3",""
"2017","DEB3D","Inhabitants per square kilometre","116.5",""
"2017","DEB3E","Inhabitants per square kilometre","285.2",""
"2017","DEB3F","Inhabitants per square kilometre","165.0",""
"2017","DEB3G","Inhabitants per square kilometre","123.4",""
"2017","DEB3H","Inhabitants per square kilometre","173.1",""
"2017","DEB3I","Inhabitants per square kilometre","521.6",""
"2017","DEB3J","Inhabitants per square kilometre","354.5",""
"2017","DEB3K","Inhabitants per square kilometre","100.3",""
"2017","DEC","Inhabitants per square kilometre","388.1",""
"2017","DEC0","Inhabitants per square kilometre","388.1",""
"2017","DEC01","Inhabitants per square kilometre","802.6",""
"2017","DEC02","Inhabitants per square kilometre","187.3",""
"2017","DEC03","Inhabitants per square kilometre","534.6",""
"2017","DEC04","Inhabitants per square kilometre","428.4",""
"2017","DEC05","Inhabitants per square kilometre","343.9",""
"2017","DEC06","Inhabitants per square kilometre","186.0",""
"2017","DED","Inhabitants per square kilometre","224.6",""
"2017","DED2","Inhabitants per square kilometre","205.9",""
"2017","DED21","Inhabitants per square kilometre","1,694.8",""
"2017","DED2C","Inhabitants per square kilometre","131.8",""
"2017","DED2D","Inhabitants per square kilometre","125.0",""
"2017","DED2E","Inhabitants per square kilometre","169.4",""
"2017","DED2F","Inhabitants per square kilometre","149.4",""
"2017","DED4","Inhabitants per square kilometre","222.7",""
"2017","DED41","Inhabitants per square kilometre","1,115.9",""
"2017","DED42","Inhabitants per square kilometre","187.9",""
"2017","DED43","Inhabitants per square kilometre","146.4",""
"2017","DED44","Inhabitants per square kilometre","163.9",""
"2017","DED45","Inhabitants per square kilometre","338.3",""
"2017","DED5","Inhabitants per square kilometre","264.9",""
"2017","DED51","Inhabitants per square kilometre","1,967.7",""
"2017","DED52","Inhabitants per square kilometre","160.7",""
"2017","DED53","Inhabitants per square kilometre","99.1",""
"2017","DEE","Inhabitants per square kilometre","110.1",""
"2017","DEE0","Inhabitants per square kilometre","110.1",""
"2017","DEE01","Inhabitants per square kilometre","343.0",""
"2017","DEE02","Inhabitants per square kilometre","1,780.5",""
"2017","DEE03","Inhabitants per square kilometre","1,241.2",""
